Word,transliteration,Gloss,Strongs
"ἀνδραποδιστής, -οῦ, ὁ",andrapodistēs,"slave dealer, kidnapper, enslaver",405
"Ἀνδρέας, -ου, ὁ",Andreas,Andrew,406
"ἀνδρεῖος, -α, -ον",andreios,"brave, strong",
ἀνδρίζομαι,andrizomai,"act like a man, am brave",407
"Ἀνδρόνικος, -ου, ὁ",Andronikos,Andronicus,408
"ἀνδροφόνος, -ου, ὁ",androphonos,murderer,409
"ἀνέγκλητος, -ον",anegklētos,"above reproach, blameless, irreproachable",410
"ἀνεκδιήγητος, -ον",anekdiēgētos,"indescribable, that cannot be thoroughly related",411
"ἀνεκλάλητος, -ον",aneklalētos,"inexpressible, unspeakable",412
"ἀνέκλειπτος, -ον",anekleiptos,"unfailing, inexhaustible",413
ἀνεκτός,anektos,"tolerable, bearable, endurable",414
"ἀνελεήμων, -ον",aneleēmōn,"unmerciful, without compassion, cruel",415
"ἀνέλεος, -ον",aneleos,"merciless, without mercy",448
ἀνεμίζω,anemizō,am blown with the wind,416
"ἄνεμος, -ου, ὁ",anemos,wind,417
"ἀνένδεκτος, -ον",anendektos,impossible,418
"ἀνεξεραύνητος, -ον",anexeraunētos,unfathomable,419
"ἀνεξερεύνητος, -ον",anexereunētos,"that cannot be searched into, inscrutable",419
"ἀνεξίκακος, -ον",anexikakos,"patient, tolerant, enduring evil, patient of evil",420
"ἀνεξιχνίαστος, -ον",anexichniastos,"inscrutable, incomprehensible",421
"ἀνεπαίσχυντος, -ον",anepaischuntos,"unashamed, not needing to be ashamed, having no cause to be ashamed",422
"ἀνεπίλημπτος, -ον",anepilēmptos,"above reproach, irreproachable",423
"ἀνεπίληπτος, -ον",anepilēptos,"above reproach, irreproachable",423
ἀνέρχομαι,anerchomai,"go up, come up",424
"ἄνεσις, -εως, ἡ",anesis,"loosening, relaxation, rest, relief, remission, indulgence, freedom",425
ἀνετάζω,anetazō,examine judicially,426
ἄνευ,aneu,"without {+gen}, without the cooperation or knowledge of",427
"ἀνεύθετος, -ον",aneuthetos,"unsuitable, poor, inconvenient",428
ἀνευρίσκω,aneuriskō,"find out, look for, find by seeking out",429
ἀνέχομαι,anechomai,"endure, bear with",430
"ἀνεψιός, -οῦ, ὁ",anepsios,cousin,431
"ἄνηθον, -ου, τό",anēthon,"dill, anise",432
ἀνήκω,anēkō,"be fit, be proper, is due, becoming, suitable, proper",433
"ἀνήμερος, -ον",anēmeros,"savage, brutal, not tame, fierce",434
"ἀνήρ, -ος, ὁ",anēr,"man, husband, male",435
ἀνθίστημι,anthistēmi,"resist, oppose, take a stand against",436
ἀνθομολογέομαι,anthomologeomai,"praise, give thanks, confess, give thanks to",437
"ἄνθος, -ους, τό",anthos,"flower, bloom",438
"ἀνθρακιά, -ᾶς, ἡ",anthrakia,"charcoal fire, heap of burning coals",439
"ἄνθραξ, -ακος, ὁ",anthrax,"charcoal, coals, coal",440
"ἀνθρωπάρεσκος, -ον",anthrōpareskos,"people pleaser, concerned about pleasing others",441
"ἀνθρώπινος, -η, -ον",anthrōpinos,"human, belonging to human beings",442
"ἀνθρωποκτόνος, -ου, ὁ",anthrōpoktonos,murderer,443
"ἄνθρωπος, -ου, ὁ",anthrōpos,"man, person, human, mankind, human being",444
ἀνθυπατεύω,anthupateuō,"act as proconsul, be a deputy",445
"ἀνθύπατος, -ου, ὁ",anthupatos,"consul, proconsul",446
ἀνίημι,aniēmi,"give up, loosen, unfasten, let go, release, neglect",447
"ἄνιπτος, -ον",aniptos,unwashed,449
ἀνίστημι,anistēmi,"raise, arise, cause to arise, raise up, set up",450
"Ἅννα, -ας, ἡ",Anna,Anna,451
"Ἅννας, -α, ὁ",Annas,Annas,452
"ἀνόητος, -ον",anoētos,"foolish, thoughtless",453
"ἄνοια, -ας, ἡ",anoia,"folly, foolishness, madness",454
ἀνοίγω,anoigō,open,455
ἀνοικοδομέω,anoikodomeō,"rebuild, build up, build",456
"ἄνοιξις, -εως, ἡ",anoixis,"opening, act of opening",457
"ἀνομία, -ας, ἡ",anomia,"lawlessness, iniquity",458
"ἄνομος, -ον",anomos,"lawless, without law, sinful, illegal",459
ἀνόμως,anomōs,"lawlessly, without law",460
ἀνορθόω,anorthoō,"restore, strengthen, rebuild, make straight again, rear again",461
"ἀνόσιος, -ον",anosios,"unholy, regarding nothing as holy",462
"ἀνοχή, -ῆς, ἡ",anochē,forbearance,463
ἀνταγωνίζομαι,antagōnizomai,"struggle, strive, resist, strive against",464
"ἀντάλλαγμα, -τος, τό",antallagma,"exchange, purchasing price",465
ἀνταναπληρόω,antanaplēroō,"fill up in turn, fill up in place of someone else",466
ἀνταποδίδωμι,antapodidōmi,"recompense, repay, give in return",467
"ἀνταπόδομα, -τος, τό",antapodoma,"repayment, reward, recompense, gift in return, return",468
"ἀνταπόδοσις, -εως, ἡ",antapodosis,"recompense, reward",469
ἀνταποκρίνομαι,antapokrinomai,"answer again, contradict",470
ἀντεῖπον,anteipon,"speak or say in opposition, contradict",471
ἀντέχομαι,antechomai,"hold, hold fast, be devoted to, hold fast to",472
ἀντί,anti,"instead of, in place of, for {+gen}",473
ἀντιβάλλω,antiballō,"exchange, discuss, throw at in opposition, exchange words with",474
ἀντιδιατίθεμαι,antidiatithemai,oppose,475
ἀντιδιατίθημι,antidiatithēmi,"set oneself in opposition, be opposed",
"ἀντίδικος, -ου, ὁ",antidikos,"opponent, adversary",476
"ἀντίθεσις, -εως, ἡ",antithesis,"contradiction, opposition",477
ἀντικαθίστημι,antikathistēmi,"oppose, resist",478
ἀντικαλέω,antikaleō,invite in return,479
ἀντίκειμαι,antikeimai,"lie opposite, i.e. oppose, withstand, resist, oppose",480
ἀντικρύ,antikru,"right opposite, over against",481
ἄντικρυς,antikrus,opposite,481
ἀντιλαμβάνομαι,antilambanomai,"help, take part in, take hold of, share in",482
ἀντιλέγω,antilegō,"speak against, oppose, speak or say in opposition, contradict",483
"ἀντίλημψις, -εως, ἡ",antilēmpsis,help,
"ἀντίληψις, -εως, ἡ",antilēpsis,"help, ministration",484
"ἀντιλογία, -ας, ἡ",antilogia,"dispute, contradiction, hostility, contention, rebellion",485
ἀντιλοιδορέω,antiloidoreō,"revile in return, abuse in return, give abuse for abuse",486
"ἀντίλυτρον, -ου, τό",antilutron,ransom,487
ἀντιμετρέω,antimetreō,"measure in return, give equivalent measure",488
"ἀντιμισθία, -ας, ἡ",antimisthia,"reward, recompense",489
"Ἀντιόχεια, -ας, ἡ",Antiocheia,Antioch,490
"Ἀντιοχεύς, -έως, ὁ",Antiocheus,"Antiochene, Antiochian",491
ἀντιπαρέρχομαι,antiparerchomai,"pass by on the opposite side, pass opposite",492
"Ἀντιπᾶς, -ᾶ, ὁ",Antipas,Antipas,493
"Ἀντιπατρίς, -ίδος, ἡ",Antipatris,Antipatris,494
ἀντιπέρα,antipera,opposite,
ἀντιπέραν,antiperan,on the opposite side or shore,495
ἀντιπίπτω,antipiptō,"resist, oppose, fall foul of",496
ἀντιστρατεύομαι,antistrateuomai,"campaign against, war against",497
ἀντιστρατεύω,antistrateuō,make war against,497
ἀντιτάσσομαι,antitassomai,"range in battle against, oppose, resist, set myself against",498
"ἀντίτυπος, -ον",antitupos,"struck back, corresponding to, typical of, representing by type or pattern",499
"ἀντίχριστος, -ου, ὁ",antichristos,antichrist,500
ἀντλέω,antleō,"draw water, draw, draw out",501
"ἄντλημα, -τος, τό",antlēma,"bucket, pail",502
ἀντοφθαλμέω,antophthalmeō,"look directly at, face, resist",503
"ἄνυδρος, -ον",anudros,"waterless, dry, without water",504
"ἀνυπόκριτος, -ον",anupokritos,"sincere, without hypocrisy, genuine, unfeigned",505
"ἀνυπότακτος, -ον",anupotaktos,"not subject to rule, rebellious, unruly",506
ἄνω,anō,"up, above, things above, heaven",507
"ἀνώγεον, -ου, τό",anōgeon,upper room,508
ἄνωθεν,anōthen,"from above, again, from the beginning",509
"ἀνωτερικός, -ή, -όν",anōterikos,"upper, higher-lying",510
ἀνώτερον,anōteron,"higher, more honorable place, previously, above",511
ἀνώτερος,anōteros,"higher, above",
ἀνωφελής,anōphelēs,"unprofitable, useless",512
"ἀξίνη, -ης, ἡ",axinē,axe,513
"ἄξιος, -α, -ον",axios,"worthy, deserving",514
ἀξιόω,axioō,"consider worthy, account or treat as worthy",515
ἀξίως,axiōs,"worthily, in a manner worthy of",516
"ἄοκνος, -ον, ",aoknos,"without hesitation, energetic",
"ἀόρατος, -ον",aoratos,"invisible, unseen",517
ἀπαγγέλλω,apaggellō,"announce, report, bring a report",518
ἀπάγχομαι,apagchomai,hang oneself,
ἀπάγχω,apagchō,"choke, strangle",519
ἀπάγω,apagō,"lead away, lead, carry, take away",520
"ἀπαίδευτος, -ον",apaideutos,"uninstructed, uneducated, ignorant, untrained",521
ἀπαίρω,apairō,"take away, depart, remove",522
ἀπαιτέω,apaiteō,"ask for, demand, ask back, ask what is my due",523
ἀπαλγέω,apalgeō,"become callous, dead to feeling, be despondent, am past feeling, cease to care",524
ἀπαλλάσσω,apallassō,"leave, deliver, settle, free from",525
ἀπαλλοτριόομαι,apallotrioomai,"alienate, estrange",526
"ἁπαλός, -ή, -όν",apalos,tender,527
ἀπαντάω,apantaō,"meet, encounter",528
"ἀπάντησις, -εως, ἡ",apantēsis,"meeting, act of meeting, meet",529
ἅπαξ,apax,"once, once for all",530
"ἀπαράβατος, -ον",aparabatos,"permanent, unchangeable, inviolable",531
"ἀπαρασκεύαστος, -ον",aparaskeuastos,"not ready, unprepared",532
ἀπαρνέομαι,aparneomai,"deny, refuse, disown, disregard",533
ἀπάρτι,aparti,See ἀπό and ἄρτι,534
"ἀπαρτισμός, -οῦ, ὁ",apartismos,"completion, perfection.",535
"ἀπαρχή, -ῆς, ἡ",aparchē,first fruit,536
"ἅπας, -ασα, -αν",apas,"each, every, all, whole",537
ἀπασπάζομαι,apaspazomai,"take leave of, say farewell to",
ἀπατάω,apataō,"deceive, lead into error",538
"ἀπάτη, -ης, ἡ",apatē,"deceit, deceitfulness, deception",539
ἀπάτωρ,apatōr,"fatherless, without a father, without father, of unknown father",540
"ἀπαύγασμα, -τος, τό",apaugasma,"radiance, effulgence, reflection, light flashing forth, radiation, gleam",541
"ἀπείθεια, -ας, ἡ",apeitheia,"disobedience, willful unbelief, obstinacy",543
ἀπειθέω,apeitheō,"disbelieve, disobey, rebel, am disloyal",544
ἀπειθής,apeithēs,"disobedient, unbelieving",545
ἀπειλέω,apeileō,"threaten, warm, forbid by threatening",546
"ἀπειλή, -ῆς, ἡ",apeilē,"threat, threatening",547
ἄπειμι,apeimi,"go away, depart, be absent, am absent","548, 549"
ἀπεῖπον,apeipon,"speak out, renounce, disown",550
"ἀπείραστος, -ον",apeirastos,"unable to be tempted, untried, inexperienced, incapable of being tempted",551
"ἄπειρος, -ον",apeiros,"unacquainted with, unaccustomed to, inexperienced, unskillful",552
ἀπεκδέχομαι,apekdechomai,"await eagerly, expect eagerly, wait for eagerly",553
ἀπεκδύομαι,apekduomai,"strip off, disarm, strip, divest, renounce",554
"ἀπέκδυσις, -εως, ἡ",apekdusis,"removal, stripping off, putting off, casting off",555
ἀπελαύνω,apelaunō,drive away,556
"ἀπελεγμός, -οῦ, ὁ",apelegmos,"disrepute, discredit, refutation, rejection",557
"ἀπελεύθερος, -ου, ὁ",apeleutheros,freedman,558
"Ἀπελλῆς, -οῦ, ὁ",Apellēs,Apelles,559
ἀπελπίζω,apelpizō,"despair of, expect in return, despair",560
ἀπέναντι,apenanti,"over against, before, contrary to, opposite, in view of, in the presence of",561
"ἀπέραντος, -ον",aperantos,"endless, limitless, unaccomplished, unending",562
ἀπερισπάστως,aperispastōs,"without distraction, without being distracted",563
"ἀπερίτμητος, -ον",aperitmētos,"uncircumcised, stubborn, unclean",564
ἀπέρχομαι,aperchomai,"depart, go away, come or go away from, return",565
ἀπέχω,apechō,"have received, be distant, abstain from, it is enough, have in full","568, 567"
ἀπιστέω,apisteō,"disbelieve, be faithless, am unfaithful",569
"ἀπιστία, -ας, ἡ",apistia,"unbelief, unfaithfulness, distrust",570
"ἄπιστος, -ον",apistos,"unbelieving, faithless",571
"ἁπλότης, -ητος, ἡ",aplotēs,"singleness, hence simplicity, simplicity, sincerity, purity",572
"ἁπλοῦς, -ῆ, -οῦν",aplous,"simple, single, sincere, sound",573
ἁπλῶς,aplōs,"simply, sincerely, generously",574
ἀπό,apo,"from {+gen}, away from",575
ἀποβαίνω,apobainō,"get out, go away, go or come out of, disembark, result",576
ἀποβάλλω,apoballō,"throw away, cast aside, throw away from, throw overboard",577
ἀποβλέπω,apoblepō,"look, pay attention, look away from, turn my attention to",578
"ἀπόβλητος, -ον",apoblētos,"rejected, worthy to be cast away, worthless",579
"ἀποβολή, -ῆς, ἡ",apobolē,"rejection, loss, casting away",580
ἀπογίνομαι,apoginomai,"die, go out of being, cease to be",581
"ἀπογραφή, -ῆς, ἡ",apographē,"census, registration, enrollment, census-taking, record",582
ἀπογράφω,apographō,"register, enroll, inscribe in a register",583
ἀποδείκνυμι,apodeiknumi,"exhibit, display, prove, show by proof, demonstrate, set forth",584
"ἀπόδειξις, -εως, ἡ",apodeixis,"proof, demonstration",585
ἀποδεκατόω,apodekatoō,"tithe, collect a tithe, take off a tenth part, pay tithe",586
"ἀπόδεκτος, -ον",apodektos,"acceptable, worthy to be received, welcome",587
ἀποδέχομαι,apodechomai,"receive gladly, welcome, receive, entertain",588
ἀποδημέω,apodēmeō,"go abroad, go on a journey, go into another country",589
"ἀπόδημος, -ον",apodēmos,"away on a journey, away from home",590
ἀποδίδωμι,apodidōmi,"give back, pay, sell, return",591
ἀποδιορίζω,apodiorizō,"cause divisions, make a distinction",592
ἀποδοκιμάζω,apodokimazō,"reject, reject after testing, disqualify",593
"ἀποδοχή, -ῆς, ἡ",apodochē,"acceptance, approval, appreciation, approbation",594
"ἀπόθεσις, -εως, ἡ",apothesis,"removal, laying aside, putting off, laying down",595
"ἀποθήκη, -ης, ἡ",apothēkē,"storehouse, barn, repository, granary",596
ἀποθησαυρίζω,apothēsaurizō,"store up, lay up, treasure up",597
ἀποθλίβω,apothlibō,"press upon, crowd in upon, jostle",598
ἀποθνῄσκω,apothnēskō,"die, am dying, am about to die",599
ἀποκαθιστάνω,apokathistanō,"restore, bring back",
ἀποκαθίστημι,apokathistēmi,"restore, give back",600
ἀποκαλύπτω,apokaluptō,"reveal, uncover, bring to light",601
"ἀποκάλυψις, -εως, ἡ",apokalupsis,"revelation, unveiling, uncovering, revealing",602
"ἀποκαραδοκία, -ας, ἡ",apokaradokia,eager expectation,603
ἀποκαταλλάσσω,apokatallassō,reconcile,604
"ἀποκατάστασις, -εως, ἡ",apokatastasis,"restoration, restitution, reestablishment",605
ἀπόκειμαι,apokeimai,"be laid up, put away, have been put away, am stored, am reserved for",606
ἀποκεφαλίζω,apokephalizō,behead,607
ἀποκλείω,apokleiō,"close, shut",608
ἀποκόπτω,apokoptō,"cut off, smite, emasculate",609
"ἀπόκριμα, -τος, τό",apokrima,"sentence, decision, answer, judicial decision",610
ἀποκρίνομαι,apokrinomai,"answer, reply",611
"ἀπόκρισις, -εως, ἡ",apokrisis,"answer, reply",612
ἀποκρύπτω,apokruptō,"hide, conceal, hide away",613
"ἀπόκρυφος, -ον",apokruphos,"hidden, secret, hidden away",614
ἀποκτείνω,apokteinō,"kill, put to death",615
ἀποκυέω,apokueō,"give birth to, bring forth",616
ἀποκυλίω,apokuliō,roll away,617
ἀπολαμβάνω,apolambanō,"receive from, get back, receive back",618
"ἀπόλαυσις, -εως, ἡ",apolausis,"enjoyment, faculty or experience of enjoyment",619
ἀπολείπω,apoleipō,"leave, leave behind, abandon, desert, am reserved",620
ἀπολείχω,apoleichō,"lick off, lick clean",621
ἀπόλλυμι,apollumi,"destroy, perish, lose",622
"Ἀπολλύων, -ονος, ὁ",Apolluōn,"Apollyon, Destroyer",623
"Ἀπολλωνία, -ας, ἡ",Apollōnia,Apollonia,624
"Ἀπολλῶς, ὁ",Apollōs,Apollos,625
ἀπολογέομαι,apologeomai,"defend one's self, give a defense, defend myself",626
"ἀπολογία, -ας, ἡ",apologia,"speech in defense, verbal defense",627
ἀπολούομαι,apolouomai,"wash oneself, wash away",
ἀπολούω,apolouō,"wash off, wash away",628
